date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,ifc_investment_for_risk_management_million_usd,ifc_investment_for_guarantee_million_usd,ifc_investment_for_loan_million_usd,ifc_investment_for_equity_million_usd,total_ifc_investment_as_approved_by_board_million_usd
02.03.16,Nigeria,NIR,Agribusiness and Forestry,Promasidor Nigeria Limited,37143,PROMASIDOR NIGERIA LIMITED,Active,NA,NA,25,NA,25
01.03.16,Turkey,TUR,Funds,Revo Capital Fund I B.V.,37661,REVO CAPITAL,Active,NA,NA,NA,8,8
29.02.16,China,CHA,Financial Institutions,Welab,37911,WELAB HOLDINGS LIMITED,Active,NA,NA,NA,10,10
26.02.16,Turkey,TUR,"Tourism, Retail, and Property",Ronesans Holding A.S.,36747,RONESANS HOLDING ANONIM SIRKETI,Active,NA,NA,NA,215,215
26.02.16,China,CHA,Health and Education,Eurasia University,37659,Xi'An Eurasia University,Active,NA,NA,34.72,NA,34.72
26.02.16,Argentina,ARG,Health and Education,USAL Exp,37778,ASOCIACION CIVIL UNIVERSIDAD DEL SALVADOR,Active,NA,NA,10,NA,10
25.02.16,Paraguay,PAR,Agribusiness and Forestry,Agrofertil Ext,37602,AGROFERTIL S.A.,Active,NA,NA,80,NA,80
24.02.16,Argentina,ARG,Manufacturing,Axion,36221,AXION ENERGY ARGENTINA S.A.,Active,NA,NA,95,NA,95
24.02.16,China,CHA,Financial Institutions,Lionbridge Loan,37919,LIONBRIDGE FINANCING LEASING (CHINA) CO LTD,Completed,NA,NA,19.89,NA,19.89
23.02.16,Myanmar,BUA,Agribusiness and Forestry,Myanma Awba Group Company Limited,35880,"MYANMA AWBA GROUP CO., LTD",Active,NA,NA,10,NA,10
19.02.16,India,IND,Agribusiness and Forestry,ESIP Lenskart,37742,LENSKART SOLUTIONS PRIVATE LIMITED,Active,NA,NA,NA,25.87,25.87
18.02.16,Bangladesh,BAN,Financial Institutions,City Bank Equity,34902,THE CITY BANK LIMITED,Active,NA,NA,20,16.87,36.87
17.02.16,Cameroon,CAM,Financial Institutions,BICEC SL,37693,BANQUE INTERNATIONALE DU CAMEROUN POUR L'EPARGNE ET LE CREDIT SA,Pending Approval,NA,NA,NA,NA,NA
16.02.16,Africa Region,AFR,"Tourism, Retail, and Property",CFAO SGI Africa,37613,SGI AFRICA SASU,Pending Approval,NA,NA,NA,66.91,66.91
12.02.16,Cote d'Ivoire,IVC,Financial Institutions,MicroCred CI SL,37772,BAOBAB COTE D'IVOIRE,Active,NA,NA,5.1,NA,5.1
10.02.16,Nigeria,NIR,Financial Institutions,Grooming II,37832,GROOMING PEOPLE FOR BETTER LIVELIHOOD CENTRE,Active,NA,NA,4.76,NA,4.76
08.02.16,World Region,WLD,Financial Institutions,GTLP-SMBC,37978,SUMITOMO MITSUI BANKING CORPORATION,Active,NA,0,500,NA,500
05.02.16,Brazil,BRA,"Telecommunications, Media, and Technology",Phoenix Tower BR,36722,PHOENIX TOWERS PARTICIPACOES S.A.,Active,NA,NA,62.94,NA,62.94
05.02.16,India,IND,Infrastructure,OAWPL and OAPWPL,37086,OSTRO ANDHRA WIND PRIVATE LIMITED,Active,NA,NA,60.4,NA,60.4
05.02.16,Vietnam,VNM,Infrastructure,GEC,37567,GIA LAI ELECTRICITY JOINT STOCK COMPANY,Active,NA,NA,NA,9.98,9.98
05.02.16,India,IND,Health and Education,SRF India BOPET,37933,SRF LIMITED,Active,NA,NA,40,NA,40
05.02.16,Brazil,BRA,Financial Institutions,Guia Bolso,38020,GUIABOLSO FINANCAS CORRESPONDENTE BANCARIO E SERVICOS LTDA,Active,NA,NA,NA,4,4
04.02.16,World Region,WLD,Manufacturing,Canadian Solar,36142,Canadian Solar Inc.,Active,NA,NA,40,20,60
02.02.16,Cote d'Ivoire,IVC,Agribusiness and Forestry,Barry Callebaut Cote d'Ivoire RSF,36210,SOCIETE IVOIRIENNE DE CACAO BIOPARTENAIRE,Active,NA,4.5,NA,NA,4.5
01.02.16,Brazil,BRA,Agribusiness and Forestry,Bauducco III,37708,Pandurata Alimentos Ltda.,Active,NA,NA,40,NA,40
29.01.16,World Region,WLD,Agribusiness and Forestry,Ecom Corp Loan,36815,ECOM Agroindustrial Corp. Limited,Active,NA,NA,50,NA,50
28.01.16,Myanmar,BUA,Infrastructure,Myanmar Port,37126,MYANMA ANNAWA SWAN:A: SHIN GROUP (S) COMPANY LIMITED,Completed,NA,NA,80,NA,80
21.01.16,Mozambique,MOZ,Infrastructure,Mocuba Solar,36787,Mocuba Solar PV,Active,2,NA,21,NA,23
20.01.16,China,CHA,Infrastructure,Canvest WTE,36962,CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED,Active,NA,NA,103.99,NA,103.99
20.01.16,China,CHA,Funds,Principle IV,37651,PRINCIPLE CAPITAL FUND IV LP,Active,NA,NA,NA,30,30
19.01.16,Vietnam,VNM,"Telecommunications, Media, and Technology",Golden Towers,37255,ACL ASEAN Tower Holdco Limited,Hold,NA,NA,NA,NA,NA
14.01.16,Jordan,JOR,Infrastructure,FRV Solar Jordan,36877,FRV SOLAR HOLDINGS IX BV/JORDAN,Active,2,NA,27.5,NA,29.5
14.01.16,Indonesia,INS,"Tourism, Retail, and Property",Ciputra Res Loan,37122,"CIPUTRA RESIDENCE, PT",Active,NA,NA,30,20.31,50.31
13.01.16,China,CHA,Funds,Sinovation Fund III,37897,SINOVATION FUND III LP,Active,NA,NA,NA,25,25
11.01.16,Caribbean Region,CRB,Financial Institutions,DARP Adamantine,35994,ASCENDANCY CARIBBEAN I LTD,Active,NA,NA,46.67,23.33,70
06.01.16,World Region,WLD,Agribusiness and Forestry,Olam II WC Loan,34841,OLAM INTERNATIONAL LIMITED,Active,NA,NA,100,NA,100
06.01.16,Turkey,TUR,Infrastructure,MMI Metro Line,37093,METROPOLITAN MUNICIPALITY OF ISTANBUL,Active,NA,NA,65.49,NA,65.49
05.01.16,China,CHA,Infrastructure,Best Logistics,37837,BEST LOGISTICS TECHNOLOGIES LIMITED,Active,NA,NA,NA,20,20
29.12.15,World Region,WLD,Agribusiness and Forestry,Cofco Noble II,37939,COFCO AGRI LIMITED,Active,NA,NA,NA,36,36
24.12.15,Ecuador,ECU,"Telecommunications, Media, and Technology",Otecel S.A.,27118,Otecel S.A.,Active,NA,NA,75,NA,75
23.12.15,MENA Region,EMN,Funds,GC Credit  II,37441,"GC CREDIT OPPORTUNITIES FUND II, L.P.",Active,NA,NA,NA,25,25
22.12.15,Argentina,ARG,Agribusiness and Forestry,MCanuelas,36533,MOLINO CANUELAS SACIFIA,Active,NA,NA,60,NA,60
22.12.15,Africa Region,AFR,Funds,RMB Westport II,36987,RMB Westport Real Estate Development Fund II,Active,NA,NA,NA,40,40
22.12.15,Brazil,BRA,Agribusiness and Forestry,Wow Nutrition,37070,WOW NUTRITION INDUSTRIA E COMERCIO SA,Active,NA,NA,15,40,55
22.12.15,Colombia,CLM,Health and Education,Pontificia Universidad Javeriana,37307,PONTIFICIA UNIVERSIDAD JAVERIANA,Active,NA,NA,30,NA,30
22.12.15,East Asia and Pacific Region,EAP,Funds,Berkeley REAF II,37536,"RENEWABLE ENERGY ASIA FUND II, L.P.",Active,NA,NA,NA,25,25
21.12.15,Sri Lanka,SRI,"Tourism, Retail, and Property",Arpico Retail,33883,RICHARD PIERIS DISTRIBUTORS LIMITED,Active,NA,NA,7.5,NA,7.5
21.12.15,Indonesia,INS,Manufacturing,EP Tyre I,37319,PT ELANGPERDANA TYRE INDUSTRY,Active,NA,NA,20,NA,20
18.12.15,Sierra Leone,SIL,Infrastructure,CEC Africa,34971,CECA SL GENERATION LIMITED,Pending Approval,NA,NA,30,NA,30
17.12.15,Indonesia,INS,Health and Education,BBraun Indonesia,37527,"B BRAUN MEDICAL INDONESIA, PT",Active,NA,NA,59.9,NA,59.9
14.12.15,Tunisia,TUN,Financial Institutions,BTK SL,36720,BANQUE TUNISO- KOWEITINNE SA,Active,NA,NA,43.53,NA,43.53
11.12.15,Ecuador,ECU,Financial Institutions,Pichincha ECU II,37502,Banco Pichincha CA,Completed,NA,NA,40,NA,40
11.12.15,China,CHA,Funds,Genesis China,37884,GENESIS CAPITAL LTD,Active,NA,NA,NA,25,25
10.12.15,Africa Region,AFR,Funds,Metier Capital Growth Fund II,37516,Metier Private Equity (Pty) Ltd,Active,NA,NA,NA,18.6,18.6
07.12.15,Kazakhstan,KAZ,Financial Institutions,KMF-FY16,35747,MICROFINANCE ORGANIZATION KMF LLC,Active,NA,NA,44,NA,44
07.12.15,Ecuador,ECU,Financial Institutions,Internac SEF,37590,Banco Internacional S.A.,Active,NA,NA,30,NA,30
04.12.15,West Bank and Gaza,XOT,Financial Institutions,BoP Sub-Debt,37270,BANK OF PALESTINE PLC,Active,NA,NA,75,NA,75
04.12.15,Mongolia,MNG,Financial Institutions,Xac Syndication,37610,XACBANK LLC,Active,NA,NA,15,NA,15
04.12.15,China,CHA,Funds,SBCVC V,37675,SBCVC MANAGEMENT V LP,Active,NA,NA,NA,25,25
04.12.15,Greece,GRE,Financial Institutions,NBG Equity,37786,NATIONAL BANK OF GREECE S.A.,Completed,NA,NA,NA,55.02,55.02
03.12.15,World Region,WLD,Financial Institutions,Kreditech,37519,Kreditech Holding SSL GmbH,Active,NA,NA,NA,10.92,10.92
02.12.15,"Hong Kong SAR, China",HKG,Manufacturing,Johnson Electric,34936,Johnson Electric Holdings Limited,Active,NA,NA,75,NA,75
01.12.15,India,IND,Infrastructure,Continental Warehousing Corporation (Nhava Seva) Limited,36727,CONTINENTAL WAREHOUSING CORPORATION (NHAVA SEVA) LIMITED,Active,NA,NA,59.64,24.85,84.49
30.11.15,Argentina,ARG,Financial Institutions,Afluenta,37584,AFLUENTA S.A.,Active,NA,NA,NA,4,4
30.11.15,Cambodia,KAM,Financial Institutions,ACLEDAGenderLoan,37594,ACLEDA BANK PLC.,Active,NA,NA,100,NA,100
25.11.15,India,IND,Financial Institutions,Tata Housing,36345,TATA CAPITAL HOUSING FINANCE LIMITED,Active,NA,NA,61.51,NA,61.51
24.11.15,Guinea,GUI,"Oil, Gas, and Mining",CBG Expansion,34203,COMPAGNIE DES BAUXITES DE GUINEE SA,Active,3.3,NA,135,NA,138.3
24.11.15,Greece,GRE,Financial Institutions,Eurobank Equity,37645,EUROBANK ERGASIAS S.A.,Active,NA,NA,NA,165.06,165.06
24.11.15,Greece,GRE,Financial Institutions,Alpha Bank Recap,37788,ALPHA BANK A.E.,Active,NA,NA,NA,165.06,165.06
24.11.15,Greece,GRE,Financial Institutions,Piraeus Bk Recap,37865,PIRAEUS BANK S.A.,Completed,NA,NA,NA,165.06,165.06
23.11.15,Lebanon,LEB,Financial Institutions,BLC SME RSF,36295,BLC BANK SAL,Active,NA,10,NA,NA,10
22.11.15,India,IND,Financial Institutions,PNBHF Green bond,37417,P N B Housing Finance Limited,Active,NA,NA,75,NA,75
20.11.15,Colombia,CLM,Funds,"Ashmore Andean Fund II, LP",37375,ASHMORE ANDEAN FUND II LP,Active,NA,NA,NA,25,25
20.11.15,Brazil,BRA,Financial Institutions,Bradesco SME,37649,BANCO BRADESCO S.A.,Active,NA,NA,150,NA,150
19.11.15,World Region,WLD,Financial Institutions,GTST Trident,36113,ENGIE SA,Pending Approval,NA,NA,160,NA,160
16.11.15,Poland,POL,Financial Institutions,RLPL SL,37365,RAIFFEISEN LEASING POLSKA S A,Active,NA,NA,75,NA,75
13.11.15,Belarus,BLR,"Tourism, Retail, and Property",Rubliovskiy IV,37676,MILLEX INTERNATIONAL LIMITED,Completed,NA,NA,10,20,30
12.11.15,China,CHA,Infrastructure,CTEG Water,34756,CT ENVIRONMENTAL GROUP LIMITED,Hold,NA,NA,NA,NA,NA
12.11.15,Turkey,TUR,Financial Institutions,Fibabanka Equity,36167,FIBABANKA A S,Active,NA,NA,50,50,100
12.11.15,Nigeria,NIR,Financial Institutions,WCSS Zenith,36982,ZENITH BANK PLC,Completed,NA,NA,NA,NA,NA
11.11.15,Turkey,TUR,Infrastructure,AkCez II,36711,AKCEZ ENERJI YATIRIMLARI SANAYI VE TICARET AS,Active,NA,NA,105.68,NA,105.68
11.11.15,Mongolia,MNG,"Tourism, Retail, and Property",Ibis Mongolia,37451,MMC POLARIS LLC,Active,NA,NA,6.5,NA,6.5
11.11.15,Cambodia,KAM,Financial Institutions,Amret AB Loan,37505,AMRET PLC,Active,NA,NA,10,NA,10
10.11.15,Romania,ROM,Agribusiness and Forestry,T-O Racova,37405,Aragvi Holding International Limited,Hold,NA,NA,NA,NA,NA
09.11.15,Africa Region,AFR,"Tourism, Retail, and Property",Africa Real Estate Platform,36873,GROWTHPOINT INVESTEC AFRICAN PROPERTIES LIMITED,Active,NA,NA,NA,40.5,40.5
09.11.15,Morocco,MYC,Financial Institutions,Al Amana IS II,37152,ASSOCIATION AL AMANA POUR LA PROMOTION DES MICROENTREPRISES,Active,NA,NA,6.55,NA,6.55
04.11.15,India,IND,Infrastructure,Azure Karnataka,36716,AZURE POWER INDIA PRIVATE LIMITED,Pending Approval,NA,NA,29.9,NA,29.9
04.11.15,Colombia,CLM,Financial Institutions,Bancamia Bond II,37072,BANCO DE LAS MICROFINANZAS BANCAMIA S A,Completed,NA,NA,16.09,NA,16.09
03.11.15,India,IND,Financial Institutions,Tata SME Rural,36347,TATA CAPITAL FINANCIAL SERVICES LIMITED,Active,NA,NA,41,NA,41
02.11.15,"Egypt, Arab Republic of",EGT,Financial Institutions,NBK - Egypt,37029,NATIONAL BANK OF KUWAIT-EGYPT SAE,Active,NA,NA,50,NA,50
30.10.15,Timor-Leste,TMP,Financial Institutions,TRM Loan II,34884,KAEBAUK INVESTIMENTU NO FINANSA,Completed,NA,NA,1,NA,1
28.10.15,Kenya,KEN,Financial Institutions,Coop Bank II,35393,THE CO-OPERATIVE BANK OF KENYA LIMITED,Active,NA,NA,60,NA,60
26.10.15,Kenya,KEN,Financial Institutions,STANLIB Fahari I-REIT,36844,STANLIB KENYA LIMITED,Active,NA,NA,NA,15,15
23.10.15,Bolivia,BOL,Financial Institutions,Ganadero Loan,35504,BANCO GANADERO S.A.,Active,NA,NA,15,NA,15
23.10.15,Philippines,PHL,Financial Institutions,RCBC Bond,37489,RIZAL COMMERCIAL BANKING CORPORATION,Active,NA,NA,75,NA,75
22.10.15,"Congo, Democratic Republic of",ZAI,"Oil, Gas, and Mining",Kipoi Copper,36313,TIGER RESOURCES LIMITED,Active,NA,NA,40.5,5,45.5
21.10.15,Indonesia,INS,Financial Institutions,IIF A&B Loan 2,37299,PT INDONESIA INFRASTRUCTURE FINANCE,Completed,NA,NA,15,NA,15
20.10.15,Brazil,BRA,Agribusiness and Forestry,Belagricola,34883,BELAGRICOLA COMERCIO E REPRESENTACAO DE PRODUTOS AGRICOLAS LTDA,Active,NA,NA,35,NA,35
19.10.15,Ghana,GHA,Infrastructure,Meridian Port Services Limited,36706,MERIDIAN PORT SERVICES LIMITED,Active,NA,NA,250,NA,250
15.10.15,Latin America Region,LAC,Funds,Australis Partners Fund LP,37396,AUSTRALIS PARTNERS LP,Active,NA,NA,NA,80,80
14.10.15,China,CHA,Health and Education,UFH Guangzhou Loan,35988,GUANGZHOU UNITED FAMILY HOSPITAL LIMITED,Active,NA,NA,60,NA,60
14.10.15,Iraq,IRQ,Infrastructure,MGES Power,37045,Mass Global Energy Suleimanya,Active,NA,NA,125,125,250
10.10.15,India,IND,Agribusiness and Forestry,ESIP Supermarket Grocery Supplies,37605,SUPERMARKET GROCERY SUPPLIES PRIVATE LIMITED,Active,NA,NA,NA,25,25
05.10.15,Dominican Republic,DOM,Financial Institutions,ADOPEM Loan,37282,Banco de Ahorro y Credito ADOPEM,Active,NA,NA,9.91,NA,9.91
05.10.15,World Region,WLD,Infrastructure,MSC Shipmanagement Limited,37454,MSC SHIPMANAGEMENT LIMITED,Active,NA,NA,70,NA,70
02.10.15,Mexico,MXC,Funds,Credit Suisse Mexico Credit Opportunities Trust II,36395,Credit Suisse Opportunity Trust II,Active,NA,NA,NA,22.5,22.5
02.10.15,Mexico,MXC,"Oil, Gas, and Mining",Citla Energy,37179,"CITLA ENERGY, S.A.P.I. DE C.V.",Active,NA,NA,NA,60,60
02.10.15,World Region,WLD,"Telecommunications, Media, and Technology",O3B II,37425,O3B NETWORKS LTD,Completed,NA,NA,4.2,NA,4.2
01.10.15,Indonesia,INS,Funds,"Falcon House Partners Fund II, L.P.",36865,FALCON HOUSE PARTNERS FUND II LTD,Active,NA,NA,NA,30,30
30.09.15,Afghanistan,AFG,Financial Institutions,AIB Equity,37054,AFGHANISTAN INTERNATIONAL BANK,Active,NA,NA,NA,10,10
29.09.15,World Region,WLD,Funds,ESIP Learn Capital Coinvestment Fund,37243,LEARN CAPITAL-IC LP,Pending Approval,NA,NA,NA,15,15
24.09.15,Fiji,FIJ,"Tourism, Retail, and Property",Vision Fiji,36586,VISION INVESTMENTS LIMITED,Active,NA,NA,NA,5,5
22.09.15,Brazil,BRA,Health and Education,Anima Growth,37083,ANIMA HOLDING S.A.,Active,NA,NA,50,NA,50
21.09.15,World Region,WLD,Funds,Accion FI Fund,36362,Accion Frontier Inclusion Fund L.P.,Active,NA,NA,NA,15,15
18.09.15,India,IND,Financial Institutions,CAPF NCD 2015,36757,IDFC FIRST BANK LIMITED,Active,NA,NA,52.5,NA,52.5
16.09.15,Vietnam,VNM,Agribusiness and Forestry,Anova,36286,ANOVA CORPORATION,Active,NA,NA,15.11,NA,15.11
16.09.15,Kenya,KEN,Infrastructure,KTDA Small Hydro,36402,KTDA POWER COMPANY LTD,Active,NA,NA,12.5,NA,12.5
16.09.15,Myanmar,BUA,Infrastructure,Myingyan,36627,SEMBCORP UTILITIES PTE LTD,Pending Approval,NA,NA,75,NA,75
16.09.15,Chile,CHL,Financial Institutions,Itau Chile CL,36700,Itau Corpbanca,Active,NA,NA,100,NA,100
16.09.15,Panama,PAN,Financial Institutions,BG Loan 2,37128,Banco General S.A.,Active,NA,NA,100,NA,100
14.09.15,Nigeria,NIR,Health and Education,Hygeia 2014,36007,HYGEIA NIGERIA LIMITED,Completed,NA,NA,NA,12.4,12.4
14.09.15,Ecuador,ECU,Agribusiness and Forestry,Omarsa Ecuador,36819,Operadora y Procesadora de Productos Marinos Omarsa S.A.,Active,NA,NA,10,NA,10
11.09.15,Madagascar,MAG,Agribusiness and Forestry,SMTP Madagascar,36704,SOCIETE MALGACHE DE TRANSFORMATION DES PLASTIQUES SA,Active,NA,NA,1.5,NA,1.5
09.09.15,Mexico,MXC,Financial Institutions,CAMESA PCG II,37284,"Consejo de Asistencia al Microemprendedor, S.A. de C.V., S.F.",Active,0.76,11.9,NA,NA,12.66
